Course ID,Course Name,Course Description,Course Difficulty Level,Course Requirements,Section ID,Section Name,Section Description,Section Difficulty Level,Subsection ID,Subsection Name,Subsection Description,Subsection Difficulty Level,Exercise ID,Exercise Number,Exercise Question Type,Exercise Tags,Exercise Description,Exercise Draw By Skills,Exercise Draw By Tag,Exercise Editing Allowed,Exercise Help,Exercise Instant Feedback,Exercise Moving Allowed,Exercise Number to Draw,Exercise Passing Criterium,Exercise Save Seed,Exercise Seed,Exercise Shuffled,Exercise Text Before Start,Exercise Text After End,Exercise Timed Limit,Exercise Timed Type,Exercise Skills,Exercise Repeatable,Question ID,Question,Question Type,Question Tags,Question Choices,Question Shuffle Options,Question Shuffle Answers,Question Num Eval,Question Correct Answer,Question Correct,Question Incorrect,Question Feedback,Question Skills,Question Description
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,200 + 400 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,600,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,800 + 600 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,1400,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,100 + 600 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,700,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,900 + 700 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,1600,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,800 + 100 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,900,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,300 + 500 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,800,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,900 + 700 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,1600,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,600 + 100 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,700,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,3000 + 3000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,6000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,8000 + 9000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,17000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,2000 + 8000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,10000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,5000 + 6000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,11000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,4000 + 4000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,8000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,5000 + 4000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,9000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,8000 + 9000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,17000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,4000 + 3000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,7000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,7000 + 5000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,12000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,50000 + 70000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,120000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,90000 + 60000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,150000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,10000 + 80000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,90000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,30000 + 30000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,60000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,60000 + 50000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,110000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,70000 + 60000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,130000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,60000 + 60000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,120000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,80000 + 80000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,160000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,1,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",TRUE,,60000 + 40000 = <ans>,FITBT,"{""FR"", ""power_of_ten"", ""NN"", ""pls""}",,,,TRUE,100000,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""machten van 10""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,23 + 8 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,31,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,15 + 6 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,21,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,35 + 7 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,42,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,46 + 4 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,50,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,49 + 4 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,53,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,55 + 6 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,61,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,58 + 3 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,61,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,62 + 8 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,70,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,67 + 4 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,71,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,69 + 3 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,72,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,77 + 9 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,86,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,88 + 6 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,94,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Optellen,,1,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",TRUE,,89 + 8 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,97,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept""]}]",Bereken de som uit je hoofd en vul hieronder je antwoord in.
