Cursus,Section,Subsection,Exercise,Question,Question Type,Tags,Choices,Shuffle Options,Shuffle Answers,Num Eval,Correct Answer,Correct,Incorrect,Feedback,Description,Status,skills
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,3/5 <ans> 4/7,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,3/4 <ans> 6/9,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,4/5 <ans> 3/9,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,8/2 <ans> 4/1,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""=""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,3/7 <ans> 2/8,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,1/3 <ans> 2/6,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""=""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,5/7 <ans> 5/9,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,5/9 <ans> 3/5,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,2/9 <ans> 3/6,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,2/7 <ans> 5/6,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,2/9 <ans> 4/7,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,8/9 <ans> 3/7,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,3/8 <ans> 5/6,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,4/6 <ans> 2/7,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,4/3 <ans> 9/7,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,3/6 <ans> 2/7,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,5/8 <ans> 5/6,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,3/4 <ans> 4/7,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,7/8 <ans> 6/7,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,4/9 <ans> 3/8,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,3/4 <ans> 5/8,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,4/8 <ans> 5/7,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,3/6 <ans> 4/8,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""=""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,2/7 <ans> 3/6,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,2/5 <ans> 5/6,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Breuken Vergelijken,1,5/6 <ans> 3/4,FITBD,"{""FR"", ""QQ"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en sleep in het vak je antwoord.,TRUE,"[{""skill"": ""QQ - basis"", ""subskills"": [""vergelijken""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"5,9 <ans> 6,7",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"9,3 <ans> 9,7",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"8,4 <ans> 7,6",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"9,3 <ans> 10,1",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"8,1 <ans> 8,2",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"3,75 <ans> 4,74",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"1,70 <ans> 1,68",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"9,50 <ans> 9,49",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"0,44 <ans> 0,46",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"5,96 <ans> 4,97",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"2,89 <ans> 2,87",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"0,67 <ans> 0,66",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"3,30 <ans> 3,35",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"7,25 <ans> 7,23",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"1,13 <ans> 3,11",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"8,59 <ans> 8,60",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"7,93 <ans> 8,95",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"2,110 <ans> 2,100",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"2,036 <ans> 2,035",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"6,000 <ans> 6,073",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"9,070 <ans> 9,078",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"9,017 <ans> 9,018",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"4,054 <ans> 4,053",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"8,483 <ans> 9,487",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"7,272 <ans> 7,270",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"1,862 <ans> 1,860",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"3,361 <ans> 3,363",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"2,921 <ans> 6,922",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"2,757 <ans> 4,756",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," ""<""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"3,875 <ans> 3,873",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"9,117 <ans> 9,100",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
Concepten,Gevorderde Vaardigheden,Kommagetallen Vergelijken,1,"6,182 <ans> 3,185",FITBD,"{""FR"", ""KK"", ""comparison""}","{<,=,>}",TRUE,,TRUE," "">""",Goed zo!,Dat is niet goed. Controleer je stappen.,,Vereenvoudig het antwoord.,TRUE,"[{""skill"": ""Procenten"", ""subskills"": [""als breuk""]}, {""skill"": ""QQ - basis"", ""subskills"": [""als percentage""]}]"
