Cursus,Section,Subsection,Exercise,Question,Question Type,Tags,Choices,Shuffle Options,Shuffle Answers,Num Eval,Correct Answer,Correct,Incorrect,Feedback,Description,Status,skills
Concepten,Basisvaardigheden,Metrieke Stelsel,1,4.94 : 10  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.494,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,791 : 1000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.791,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,468 : 1000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.468,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,265 : 100  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,2.65,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,931 : 1000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.931,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,5.95 : 100  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.0595,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,366 : 1000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.366,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,806 : 1000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.806,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,18.3 : 1000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.0183,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,938 : 10000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.0938,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,821 : 1000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.821,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,779 : 10  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,77.9,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,29.7 : 10000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.00297,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,890 : 1000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.89,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,71.5 : 10000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.00715,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,831 : 1000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.831,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,6.21 : 1000  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,0.00621,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,1,50.8 : 10  = <ans>,FITBT,"{""FR"", ""dvs"", ""KK"", ""power_of_ten""}",,,,TRUE,5.08,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""machten van tien""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.184 km = <ans>cm,FITBT,"{""FR"", ""metric"", ""length"", ""KK""}",,,,TRUE,18400,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""lengte""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,3.36 hm = <ans>mm,FITBT,"{""FR"", ""metric"", ""length"", ""KK""}",,,,TRUE,336000,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""lengte""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,8.23 km = <ans>dam,FITBT,"{""FR"", ""metric"", ""length"", ""KK""}",,,,TRUE,823,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""lengte""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,4.36 km = <ans>cm,FITBT,"{""FR"", ""metric"", ""length"", ""KK""}",,,,TRUE,436000,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""lengte""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,5.29 cm = <ans>mm,FITBT,"{""FR"", ""metric"", ""length"", ""KK""}",,,,TRUE,52.9,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""lengte""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,8.57 dam = <ans>cm,FITBT,"{""FR"", ""metric"", ""length"", ""KK""}",,,,TRUE,8570,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""lengte""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,74.3 g = <ans>dg,FITBT,"{""FR"", ""metric"", ""weight"", ""KK""}",,,,TRUE,743,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,62.4 dg = <ans>mg,FITBT,"{""FR"", ""metric"", ""weight"", ""KK""}",,,,TRUE,6240,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.932 g = <ans>cg,FITBT,"{""FR"", ""metric"", ""weight"", ""KK""}",,,,TRUE,93.2,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,9.61 dg = <ans>cg,FITBT,"{""FR"", ""metric"", ""weight"", ""KK""}",,,,TRUE,96.1,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.176 kg = <ans>dg,FITBT,"{""FR"", ""metric"", ""weight"", ""KK""}",,,,TRUE,1760,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.91 dg = <ans>cg,FITBT,"{""FR"", ""metric"", ""weight"", ""KK""}",,,,TRUE,9.1,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.44 kL = <ans>mL,FITBT,"{""FR"", ""metric"", ""volume_s"", ""KK""}",,,,TRUE,440000,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""kleine inhoud""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.534 dL = <ans>mL,FITBT,"{""FR"", ""metric"", ""volume_s"", ""KK""}",,,,TRUE,53.4,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""kleine inhoud""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.506 daL = <ans>L,FITBT,"{""FR"", ""metric"", ""volume_s"", ""KK""}",,,,TRUE,5.06,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""kleine inhoud""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.914 hL = <ans>L,FITBT,"{""FR"", ""metric"", ""volume_s"", ""KK""}",,,,TRUE,91.4,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""kleine inhoud""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,7.77 L = <ans>mL,FITBT,"{""FR"", ""metric"", ""volume_s"", ""KK""}",,,,TRUE,7770,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""kleine inhoud""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,4.22 daL = <ans>L,FITBT,"{""FR"", ""metric"", ""volume_s"", ""KK""}",,,,TRUE,42.2,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""kleine inhoud""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.901 m = <ans>km,FITBT,"{""FR"", ""metric"", ""length"", ""KK""}",,,,TRUE,0.000901,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""lengte""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,26.7 mm = <ans>hm,FITBT,"{""FR"", ""metric"", ""length"", ""KK""}",,,,TRUE,0.000267,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""lengte""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,4.77 dm = <ans>hm,FITBT,"{""FR"", ""metric"", ""length"", ""KK""}",,,,TRUE,0.00477,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""lengte""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,9.98 mm = <ans>dam,FITBT,"{""FR"", ""metric"", ""length"", ""KK""}",,,,TRUE,0.000998,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""lengte""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,8.08 m = <ans>dam,FITBT,"{""FR"", ""metric"", ""length"", ""KK""}",,,,TRUE,0.808,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""lengte""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,8.26 mm = <ans>dam,FITBT,"{""FR"", ""metric"", ""length"", ""KK""}",,,,TRUE,0.000826,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.686 dg = <ans>hg,FITBT,"{""FR"", ""metric"", ""weight"", ""KK""}",,,,TRUE,0.000686,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.414 cg = <ans>dag,FITBT,"{""FR"", ""metric"", ""weight"", ""KK""}",,,,TRUE,0.000414,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,6.32 dg = <ans>kg,FITBT,"{""FR"", ""metric"", ""weight"", ""KK""}",,,,TRUE,0.000632,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.84 mg = <ans>dg,FITBT,"{""FR"", ""metric"", ""weight"", ""KK""}",,,,TRUE,0.0084,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,3.15 cg = <ans>dag,FITBT,"{""FR"", ""metric"", ""weight"", ""KK""}",,,,TRUE,0.00315,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,6.09 dg = <ans>kg,FITBT,"{""FR"", ""metric"", ""weight"", ""KK""}",,,,TRUE,0.000609,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""gewicht""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,35.5 cL = <ans>daL,FITBT,"{""FR"", ""metric"", ""volume_s"", ""KK""}",,,,TRUE,0.0355,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""kleine inhoud""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,0.223 L = <ans>kL,FITBT,"{""FR"", ""metric"", ""volume_s"", ""KK""}",,,,TRUE,0.000223,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""kleine inhoud""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,2.92 mL = <ans>dL,FITBT,"{""FR"", ""metric"", ""volume_s"", ""KK""}",,,,TRUE,0.0292,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""kleine inhoud""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,94.5 dL = <ans>kL,FITBT,"{""FR"", ""metric"", ""volume_s"", ""KK""}",,,,TRUE,0.00945,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""kleine inhoud""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,90.7 mL = <ans>hL,FITBT,"{""FR"", ""metric"", ""volume_s"", ""KK""}",,,,TRUE,0.000907,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""kleine inhoud""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,2,6.17 mL = <ans>daL,FITBT,"{""FR"", ""metric"", ""volume_s"", ""KK""}",,,,TRUE,0.000617,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""kleine inhoud""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,3,5.63 m² = <ans>dm²,FITBT,"{""FR"", ""metric"", ""area"", ""KK""}",,,,TRUE,563,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""oppervlakte""]}]"
Concepten,Basisvaardigheden,Metrieke Stelsel,3,0.636 dm² = <ans>cm²,FITBT,"{""FR"", ""metric"", ""area"", ""KK""}",,,,TRUE,63.6,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som uit in je schrift en vul hieronder je antwoord in.,TRUE,"[{""skill"": ""Metrieke stelsel"", ""subskills"": [""oppervlakte""]}]"
