Cursus,Section,Subsection,Exercise,Question,Question Type,Tags,Choices,Shuffle Options,Shuffle Answers,Num Eval,Correct Answer,Correct,Incorrect,Feedback,Description,Status,skills
Toetsen,Rekentoetsen,Receptentoetsen,1,16.85 × 4.8 = <ans>,FITBT,"{""FR"", ""KK"", ""tms""}",,,,TRUE,80.88,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,1,(2 decimals) 57.3 ÷ 4 ≈ <ans>,FITBT,"{""FR"", ""rounding"", ""KK"", ""dvs""}",,,,TRUE,14.33,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""recept"", ""afronden""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,1,5/7 + 3/9 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""pls""}",,,,TRUE,{66/63},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - optellen"", ""subskills"": [""met ongelijke noemers"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,1,8/18 - 6/15 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""mns""}",,,,TRUE,{12/270},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - aftrekken"", ""subskills"": [""met ongelijke noemers"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,1,12/18 × 12/15 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""tms""}",,,,TRUE,{144/270},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,1,6/7 ÷ 8/9 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""dvs""}",,,,TRUE,{54/56},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - delen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,17 + 4462 + 529 + 7684 + 441 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,13133,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept"", ""meervoudig""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,3961 + 687 + 5783 + 69 + 698 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,11198,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept"", ""meervoudig""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,4662 – 2676 = <ans>,FITBT,"{""FR"", ""NN"", ""mns""}",,,,TRUE,1986,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - aftrekken"", ""subskills"": [""recept"", ""lenen""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,4003 – 3796 = <ans>,FITBT,"{""FR"", ""NN"", ""mns""}",,,,TRUE,207,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - aftrekken"", ""subskills"": [""recept"", ""ver lenen""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,349 × 26 = <ans>,FITBT,"{""FR"", ""NN"", ""tms""}",,,,TRUE,9074,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,268 × 438 = <ans>,FITBT,"{""FR"", ""NN"", ""tms""}",,,,TRUE,117384,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,8783 ÷ 5 = <ans> remainder <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,1756 remainder 3,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,32888 ÷ 14 = <ans> remainder <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,2349 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,87.16 + 3.974 = <ans>,FITBT,"{""FR"", ""KK"", ""pls""}",,,,TRUE,91.134,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - optellen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,54.9 – 8.984 = <ans>,FITBT,"{""FR"", ""KK"", ""mns""}",,,,TRUE,45.916,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - aftrekken"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,16.96 × 3.6 = <ans>,FITBT,"{""FR"", ""KK"", ""tms""}",,,,TRUE,61.056,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,(2 decimals) 44.2 ÷ 3 ≈ <ans>,FITBT,"{""FR"", ""rounding"", ""KK"", ""dvs""}",,,,TRUE,14.73,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""recept"", ""afronden""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,2/6 + 4/8 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""pls""}",,,,TRUE,{40/48},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - optellen"", ""subskills"": [""met ongelijke noemers"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,8/13 - 4/14 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""mns""}",,,,TRUE,{60/182},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - aftrekken"", ""subskills"": [""met ongelijke noemers"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,18/17 × 12/14 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""tms""}",,,,TRUE,{216/238},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,2,2/7 ÷ 2/3 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""dvs""}",,,,TRUE,{44361},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - delen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,173 + 71 + 878 + 1235 + 9724 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,12081,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept"", ""meervoudig""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,284 + 9710 + 149 + 41 + 3506 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,13690,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept"", ""meervoudig""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,7645 – 6697 = <ans>,FITBT,"{""FR"", ""NN"", ""mns""}",,,,TRUE,948,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - aftrekken"", ""subskills"": [""recept"", ""lenen""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,4001 – 2662 = <ans>,FITBT,"{""FR"", ""NN"", ""mns""}",,,,TRUE,1339,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - aftrekken"", ""subskills"": [""recept"", ""ver lenen""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,368 × 56 = <ans>,FITBT,"{""FR"", ""NN"", ""tms""}",,,,TRUE,20608,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,357 × 472 = <ans>,FITBT,"{""FR"", ""NN"", ""tms""}",,,,TRUE,168504,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,9137 ÷ 3 = <ans> remainder <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,3045 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,32355 ÷ 12 = <ans> remainder <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,2696 remainder 3,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,74.84 + 9.661 = <ans>,FITBT,"{""FR"", ""KK"", ""pls""}",,,,TRUE,84.501,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - optellen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,43.7 – 5.894 = <ans>,FITBT,"{""FR"", ""KK"", ""mns""}",,,,TRUE,37.806,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - aftrekken"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,15.74 × 3.8 = <ans>,FITBT,"{""FR"", ""KK"", ""tms""}",,,,TRUE,59.812,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,(2 decimals) 22.7 ÷ 4 ≈ <ans>,FITBT,"{""FR"", ""rounding"", ""KK"", ""dvs""}",,,,TRUE,5.68,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""recept"", ""afronden""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,4/9 + 7/8 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""pls""}",,,,TRUE,{95/72},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - optellen"", ""subskills"": [""met ongelijke noemers"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,7/12 - 3/18 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""mns""}",,,,TRUE,{90/216},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - aftrekken"", ""subskills"": [""met ongelijke noemers"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,14/19 × 17/12 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""tms""}",,,,TRUE,{238/228},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,3,7/4 ÷ 5/6 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""dvs""}",,,,TRUE,{42/20},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - delen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,798 + 42 + 485 + 8505 + 7847 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,17677,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept"", ""meervoudig""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,905 + 4874 + 597 + 50 + 6617 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,13043,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept"", ""meervoudig""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,3581 – 2583 = <ans>,FITBT,"{""FR"", ""NN"", ""mns""}",,,,TRUE,998,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - aftrekken"", ""subskills"": [""recept"", ""lenen""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,8006 – 2949 = <ans>,FITBT,"{""FR"", ""NN"", ""mns""}",,,,TRUE,5057,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - aftrekken"", ""subskills"": [""recept"", ""ver lenen""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,267 × 94 = <ans>,FITBT,"{""FR"", ""NN"", ""tms""}",,,,TRUE,25098,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,248 × 826 = <ans>,FITBT,"{""FR"", ""NN"", ""tms""}",,,,TRUE,204848,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,5187 ÷ 5 = <ans> remainder <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,1037 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,58101 ÷ 16 = <ans> remainder <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,3631 remainder 5,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,83.29 + 8.874 = <ans>,FITBT,"{""FR"", ""KK"", ""pls""}",,,,TRUE,92.164,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - optellen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,46.5 – 6.958 = <ans>,FITBT,"{""FR"", ""KK"", ""mns""}",,,,TRUE,39.542,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - aftrekken"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,24.86 × 6.3 = <ans>,FITBT,"{""FR"", ""KK"", ""tms""}",,,,TRUE,156.618,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,(2 decimals) 16.9 ÷ 6 ≈ <ans>,FITBT,"{""FR"", ""rounding"", ""KK"", ""dvs""}",,,,TRUE,2.82,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""KK - delen"", ""subskills"": [""recept"", ""afronden""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,4/9 + 4/5 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""pls""}",,,,TRUE,{56/45},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - optellen"", ""subskills"": [""met ongelijke noemers"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,4/19 - 2/18 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""mns""}",,,,TRUE,{34/342},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - aftrekken"", ""subskills"": [""met ongelijke noemers"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,11/18 × 14/15 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""tms""}",,,,TRUE,{154/270},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,4,5/6 ÷ 5/8 = <ans>/<ans>,FITBT,"{""FR"", ""QQ"", ""dvs""}",,,,TRUE,{40/30},Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""QQ - delen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,5,340 + 495 + 4768 + 91 + 1808 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,7502,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept"", ""meervoudig""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,5,8990 + 137 + 5757 + 59 + 721 = <ans>,FITBT,"{""FR"", ""NN"", ""pls""}",,,,TRUE,15664,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - optellen"", ""subskills"": [""recept"", ""meervoudig""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,5,6988 – 4989 = <ans>,FITBT,"{""FR"", ""NN"", ""mns""}",,,,TRUE,1999,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - aftrekken"", ""subskills"": [""recept"", ""lenen""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,5,9002 – 2779 = <ans>,FITBT,"{""FR"", ""NN"", ""mns""}",,,,TRUE,6223,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - aftrekken"", ""subskills"": [""recept"", ""ver lenen""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,5,348 × 62 = <ans>,FITBT,"{""FR"", ""NN"", ""tms""}",,,,TRUE,21576,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,5,369 × 294 = <ans>,FITBT,"{""FR"", ""NN"", ""tms""}",,,,TRUE,108486,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - vermenigvuldigen"", ""subskills"": [""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,5,16135 ÷ 6 = <ans> remainder <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,2689 remainder 1,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]"
Toetsen,Rekentoetsen,Receptentoetsen,5,18606 ÷ 12 = <ans> remainder <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,1550 remainder 6,Goed zo!,Dat is niet goed. Controleer je stappen.,,Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.,TRUE,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]"
