course_name,section_difficulty_level,section_name,subsection_difficulty_level,subsection_name,exercise_number,status,"systemID","tags","ID","questionType","preQuestionContent","questionContent","answerContent","shuffleOptions","shuffleAnswers","numEval","correctFeedback","incorectFeedback","specialFeedback"
Arithmetic,1,Natural Number,1,Addition,1,true,"162998840741320","{""+"", ""tables""}","tms_tbl_0311","FITBT","","3 + 11 = <ans>","{{14}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"169895473787231","{""+"", ""tables""}","tms_tbl_0312","FITBT","","3 + 12 = <ans>","{{15}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"126328675554697","{""+"", ""tables""}","tms_tbl_0313","FITBT","","3 + 13 = <ans>","{{16}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"898961371521141","{""+"", ""tables""}","tms_tbl_0314","FITBT","","3 + 14 = <ans>","{{17}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"224633285044470","{""+"", ""tables""}","tms_tbl_0315","FITBT","","3 + 15 = <ans>","{{18}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"415110188675778","{""+"", ""tables""}","tms_tbl_0316","FITBT","","3 + 16 = <ans>","{{19}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"837228097195186","{""+"", ""tables""}","tms_tbl_0317","FITBT","","3 + 17 = <ans>","{{20}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"682901892004199","{""+"", ""tables""}","tms_tbl_0318","FITBT","","3 + 18 = <ans>","{{21}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"504751658586241","{""+"", ""tables""}","tms_tbl_0319","FITBT","","3 + 19 = <ans>","{{22}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"478647271435870","{""+"", ""tables""}","tms_tbl_0320","FITBT","","3 + 20 = <ans>","{{23}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"179674216819727","{""+"", ""tables"", ""<=10""}","tms_tbl_0400","FITBT","","4 + 0 = <ans>","{{4}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"492343540357111","{""+"", ""tables"", ""<=10""}","tms_tbl_0401","FITBT","","4 + 1 = <ans>","{{5}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"895193583417055","{""+"", ""tables"", ""<=10""}","tms_tbl_0402","FITBT","","4 + 2 = <ans>","{{6}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"316478244200021","{""+"", ""tables"", ""<=10""}","tms_tbl_0403","FITBT","","4 + 3 = <ans>","{{7}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"336500691631909","{""+"", ""tables"", ""<=10""}","tms_tbl_0404","FITBT","","4 + 4 = <ans>","{{8}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"394126511820183","{""+"", ""tables"", ""<=10""}","tms_tbl_0405","FITBT","","4 + 5 = <ans>","{{9}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"537305002466669","{""+"", ""tables"", ""<=10""}","tms_tbl_0406","FITBT","","4 + 6 = <ans>","{{10}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"772145226268879","{""+"", ""tables"", ""<=10""}","tms_tbl_0407","FITBT","","4 + 7 = <ans>","{{11}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"239768732001512","{""+"", ""tables"", ""<=10""}","tms_tbl_0408","FITBT","","4 + 8 = <ans>","{{12}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"488127493779589","{""+"", ""tables"", ""<=10""}","tms_tbl_0409","FITBT","","4 + 9 = <ans>","{{13}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"353696805881752","{""+"", ""tables"", ""<=10""}","tms_tbl_0410","FITBT","","4 + 10 = <ans>","{{14}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"416063604618653","{""+"", ""tables""}","tms_tbl_0411","FITBT","","4 + 11 = <ans>","{{15}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"144588642763028","{""+"", ""tables""}","tms_tbl_0412","FITBT","","4 + 12 = <ans>","{{16}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"612719293704475","{""+"", ""tables""}","tms_tbl_0413","FITBT","","4 + 13 = <ans>","{{17}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"943815829931949","{""+"", ""tables""}","tms_tbl_0414","FITBT","","4 + 14 = <ans>","{{18}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"279309660047769","{""+"", ""tables""}","tms_tbl_0415","FITBT","","4 + 15 = <ans>","{{19}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"352582838240562","{""+"", ""tables""}","tms_tbl_0416","FITBT","","4 + 16 = <ans>","{{20}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"870978823259142","{""+"", ""tables""}","tms_tbl_0417","FITBT","","4 + 17 = <ans>","{{21}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"361237155554017","{""+"", ""tables""}","tms_tbl_0418","FITBT","","4 + 18 = <ans>","{{22}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"614243465709398","{""+"", ""tables""}","tms_tbl_0419","FITBT","","4 + 19 = <ans>","{{23}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"276715615905338","{""+"", ""tables""}","tms_tbl_0420","FITBT","","4 + 20 = <ans>","{{24}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"140201336060408","{""+"", ""tables"", ""<=10""}","tms_tbl_0500","FITBT","","5 + 0 = <ans>","{{5}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"728251067235593","{""+"", ""tables"", ""<=10""}","tms_tbl_0501","FITBT","","5 + 1 = <ans>","{{6}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"964325015826973","{""+"", ""tables"", ""<=10""}","tms_tbl_0502","FITBT","","5 + 2 = <ans>","{{7}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,1,true,"935121626689110","{""+"", ""tables"", ""<=10""}","tms_tbl_0503","FITBT","","5 + 3 = <ans>","{{8}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"534174142072436","{""+"", ""tables"", ""<=10""}","tms_tbl_0504","FITBT","","5 + 4 = <ans>","{{9}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"528334976020489","{""+"", ""tables"", ""<=10""}","tms_tbl_0505","FITBT","","5 + 5 = <ans>","{{10}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"961228163841183","{""+"", ""tables"", ""<=10""}","tms_tbl_0506","FITBT","","5 + 6 = <ans>","{{11}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"449657213973725","{""+"", ""tables"", ""<=10""}","tms_tbl_0507","FITBT","","5 + 7 = <ans>","{{12}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"132399460432745","{""+"", ""tables"", ""<=10""}","tms_tbl_0508","FITBT","","5 + 8 = <ans>","{{13}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"017065351996549","{""+"", ""tables"", ""<=10""}","tms_tbl_0509","FITBT","","5 + 9 = <ans>","{{14}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"525440462784559","{""+"", ""tables"", ""<=10""}","tms_tbl_0510","FITBT","","5 + 10 = <ans>","{{15}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"382819512911771","{""+"", ""tables""}","tms_tbl_0511","FITBT","","5 + 11 = <ans>","{{16}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"644201732795517","{""+"", ""tables""}","tms_tbl_0512","FITBT","","5 + 12 = <ans>","{{17}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"114835862488932","{""+"", ""tables""}","tms_tbl_0513","FITBT","","5 + 13 = <ans>","{{18}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"126420421409401","{""+"", ""tables""}","tms_tbl_0514","FITBT","","5 + 14 = <ans>","{{19}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"119935646752781","{""+"", ""tables""}","tms_tbl_0515","FITBT","","5 + 15 = <ans>","{{20}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"064222021259496","{""+"", ""tables""}","tms_tbl_0516","FITBT","","5 + 16 = <ans>","{{21}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"846705566037471","{""+"", ""tables""}","tms_tbl_0517","FITBT","","5 + 17 = <ans>","{{22}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"164574974222608","{""+"", ""tables""}","tms_tbl_0518","FITBT","","5 + 18 = <ans>","{{23}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"661274705355654","{""+"", ""tables""}","tms_tbl_0519","FITBT","","5 + 19 = <ans>","{{24}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"252450234118284","{""+"", ""tables""}","tms_tbl_0520","FITBT","","5 + 20 = <ans>","{{25}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"683717550111764","{""+"", ""tables"", ""<=10""}","tms_tbl_0600","FITBT","","6 + 0 = <ans>","{{6}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"809465464560382","{""+"", ""tables"", ""<=10""}","tms_tbl_0601","FITBT","","6 + 1 = <ans>","{{7}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"657170386094477","{""+"", ""tables"", ""<=10""}","tms_tbl_0602","FITBT","","6 + 2 = <ans>","{{8}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"612272953778091","{""+"", ""tables"", ""<=10""}","tms_tbl_0603","FITBT","","6 + 3 = <ans>","{{9}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"871783264146947","{""+"", ""tables"", ""<=10""}","tms_tbl_0604","FITBT","","6 + 4 = <ans>","{{10}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"239306866080924","{""+"", ""tables"", ""<=10""}","tms_tbl_0605","FITBT","","6 + 5 = <ans>","{{11}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"952584223195174","{""+"", ""tables"", ""<=10""}","tms_tbl_0606","FITBT","","6 + 6 = <ans>","{{12}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"434397503630463","{""+"", ""tables"", ""<=10""}","tms_tbl_0607","FITBT","","6 + 7 = <ans>","{{13}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"538668204674453","{""+"", ""tables"", ""<=10""}","tms_tbl_0608","FITBT","","6 + 8 = <ans>","{{14}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"900249473186073","{""+"", ""tables"", ""<=10""}","tms_tbl_0609","FITBT","","6 + 9 = <ans>","{{15}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,1,true,"581332711801955","{""+"", ""tables"", ""<=10""}","tms_tbl_0610","FITBT","","6 + 10 = <ans>","{{16}}","","","True","Correct!","Incorrect..",""
